category,descrip,name,topics,type,views,views_norm
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50N,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,141.0,0.0071410483666751075
,,Hotel Occupancy Rate,"['population', 'employment', 'education', 'housing', 'gender']",Chart,141.0,0.0071410483666751075
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 562,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,141.0,0.0071410483666751075
Finance,,Energy Sales by Type of Customer (CAFR Page 333),"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Chart,141.0,0.0071410483666751075
,,High School Graduation Rate by Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,141.0,0.0071410483666751075
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,fire privacy,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,140.0,0.007090402633578121
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 51D,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,140.0,0.007090402633578121
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 525,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,139.0,0.007039756900481134
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 805,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,139.0,0.007039756900481134
Statistics,"For an interactive view of this data, visit http://www.controlpanel.la/cafr/. This dataset includes metrics collected by the Controller's office as part of the Comprehensive Annual Financial Report (CAFR). Metrics are provided by the various departments and each department is responsible for the accuracy of their individual metrics.",Small Asphalt Repairs,"['cafr', 'indicators', 'metrics', 'operating indicators']",Chart,139.0,0.007039756900481134
Revenue,"Budget versus Collected Revenue from July 1, 2011 through September 30, 2014",FY 2015 City Planning and Development Revenue,"['revenues', 'general fund', 'revenue']",Filtered View,139.0,0.007039756900481134
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,138.0,0.006989111167384148
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55G,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,138.0,0.006989111167384148
Payroll,"Payroll information for all Los Angeles City Departments since 2013. Data for calendar years, updated on a quarterly basis by the Los Angeles City Controller's Office.",Elected Officials Salary,"['overtime', 'healthcare', 'bonuses', 'personnel', 'payroll']",Filtered View,138.0,0.006989111167384148
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 44K,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,137.0,0.006938465434287161
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 44A,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,137.0,0.006938465434287161
Finance,"As of March 31, 2014. Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.","Police, Fire and 911 Category Funds","['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,136.0,0.006887819701190174
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 528,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,135.0,0.006837173968093188
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 881,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,135.0,0.006837173968093188
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 800,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,135.0,0.006837173968093188
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 596,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,135.0,0.006837173968093188
,,Open Expenditures Internal Data: String Config,[],Dataset,133.0,0.006735882501899215
Payroll,"Payroll information for all Los Angeles City Departments since 2013. Data for calendar years, updated on a quarterly basis by the Los Angeles City Controller's Office.",LADOT Parking Enforcement Payroll,"['overtime', 'healthcare', 'bonuses', 'personnel', 'payroll']",Filtered View,133.0,0.006735882501899215
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 811,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,133.0,0.006735882501899215
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 15M,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,133.0,0.006735882501899215
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 54S,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,132.0,0.006685236768802228
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,132.0,0.006685236768802228
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,132.0,0.006685236768802228
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 52V,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,132.0,0.006685236768802228
Finance,"Last Ten Fiscal Years
(amounts expressed in thousands, except per capita)",Outstanding Bonds per Capita (CAFR Page 354-355),"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Chart,131.0,0.006634591035705242
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 53D,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,131.0,0.006634591035705242
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70Q,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,131.0,0.006634591035705242
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 73T,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,131.0,0.006634591035705242
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Form 73P,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,131.0,0.006634591035705242
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 48G,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,130.0,0.006583945302608255
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 42J,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,130.0,0.006583945302608255
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 57B,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,129.0,0.006533299569511269
Audits and Reports,,Passengers at Los Angeles World Airports 2006-2015,[],Chart,129.0,0.006533299569511269
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 57B,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,129.0,0.006533299569511269
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Fund 184,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Filtered View,129.0,0.006533299569511269
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 43M,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,129.0,0.006533299569511269
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 43J,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,128.0,0.006482653836414282
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 43F,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,128.0,0.006482653836414282
Audits and Reports,,Traffic Citations Issued 2006-2015,[],Chart,128.0,0.006482653836414282
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 51M,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,128.0,0.006482653836414282
,,Households by Income Bracket for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,127.0,0.006432008103317295
,,Educational Attainment by Gender for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,127.0,0.006432008103317295
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fire Special Funds,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,127.0,0.006432008103317295
Finance,"As of March 31, 2014. Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.",Street Services Category Funds,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,127.0,0.006432008103317295
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 15J,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,127.0,0.006432008103317295
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 50K,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,127.0,0.006432008103317295
Finance,"As of March 31, 2014. Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.",Construction and Engineering Category Funds,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,126.0,0.006381362370220309
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,126.0,0.006381362370220309
Purchasing,Financial Data for the Checkbook Explorer. Data since Fiscal Year 2012.,Airport Spending by Fund,"['agencies', 'vendors', 'expenditures', 'echeckbook', 'checkbook']",Chart,126.0,0.006381362370220309
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 44J,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 41Y,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 74L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 659,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 523,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
,,Population by Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 74L,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,125.0,0.006330716637123322
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 647,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,124.0,0.006280070904026336
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 575,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,124.0,0.006280070904026336
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 51T,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,124.0,0.006280070904026336
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 881,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,124.0,0.006280070904026336
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 70F,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,124.0,0.006280070904026336
,,Population by Race by Gender for Council Districts,"['population', 'employment', 'education', 'housing', 'gender']",Chart,124.0,0.006280070904026336
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 51V,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Finance,Last Ten Fiscal Years (amounts expressed in thousands) CAFR,Power Revenues and Expenditures (CAFR 356-57),"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Chart,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 55P,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 54R,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 913,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Audits and Reports,,Miles of Overhead Power Distribution Lines 2006-2015,[],Chart,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 206,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 44T,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
Audits and Reports,"Balance of all Funds for the City of Los Angeles. Includes General Fund, Reserve Fund, Budget Stabilization Fund, and Special Funds.
Includes descriptions, but does not include financial data for Fire and Police Pensions, City Employees' Retirement Systems, and the Departments of Water and Power, Harbor and Airports since these departments utilize their own financial systems and prepare independent financial statements, which are available on their websites.",Fund 586,"['cafr statistical section', 'activity type', 'asset type group', 'asset type', 'net position']",Filtered View,123.0,0.006229425170929349
